address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode
180 Water St,1.0,Studio,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Lounge', 'Rooftop Pool', 'Dogs Allowed', 'Laundry In Unit', 'Fitness Center', 'Doorman', 'Yoga Room', 'Game Room.', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.18,Financial District,3395,0,154213.0,37.5,10005.0
John Street,1.0,Studio,Manhattan,"['Terrace', 'Dining Room', 'Cats Allowed', 'Courtyard', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Elevator', 'Live In Super', 'Lounge', 'Balcony', 'Microwave', 'Subway', 'Maid Service', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Children Playroom', 'High Speed Internet', 'Hardwood Floors']",0.06,Financial District,2650,0,154213.0,37.5,10005.0
Hanover Square,1.0,2,Manhattan,"['LIVE IN SUPER', 'STAINLESS STEEL APPLIANCES', 'COMMON ROOF DECK', 'PETS - CATS OK', 'Doorman', 'COMMON OUTDOOR SPACE', 'Elevator', 'DIPLOMATS OK', 'MICROWAVE', 'WIFI', 'Fitness Center', 'BICYCLE ROOM', 'CONCIERGE', 'STORAGE', 'Floorplans Available', 'ON-SITE LAUNDRY', 'VALET', 'HARDWOOD', 'PETS - DOGS OK', 'BUSINESS CENTER', 'LOUNGE', 'SUBWAY']",0.15,Financial District,4411,782,154213.0,37.5,10005.0
West Street,1.0,3,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.11,Financial District,4523,979,154213.0,37.5,10005.0
Broad Street,1.0,Studio,Manhattan,"['Terrace', 'New Construction', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Storage Facility', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.01,Financial District,2899,680,154213.0,37.5,10005.0
Pine Street,3.0,3,Manhattan,"['Terrace', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Diplomats Ok', 'Laundry In Building', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Microwave', 'Subway', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'River View\n \n\nStorage', 'Valet', 'Laundry Services', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'City View']",0.08,Financial District,11357,0,154213.0,37.5,10005.0
Pine Street,3.0,3,Manhattan,"['Terrace', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Diplomats Ok', 'Laundry In Building', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Microwave', 'Subway', 'River View', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Laundry Services', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'City View']",0.08,Financial District,11357,0,154213.0,37.5,10005.0
Broad Street,1.0,1,Manhattan,"['Dining Room', 'Cats Allowed', 'Garden/patio', 'Walk In Closet', 'Dishwasher', 'Light', 'Diplomats Ok', 'Laundry In Building', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Laundry In Unit', 'Open View', 'Concierge', 'No Fee', 'Deck', 'Green Building', 'Laundry in Unit', 'Valet', 'Laundry Services', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.03,Financial District,3594,769,154213.0,37.5,10005.0
Broad Street,1.0,1,Manhattan,"['Dining Room', 'Cats Allowed', 'Garden/patio', 'Walk In Closet', 'Dishwasher', 'Light', 'Diplomats Ok', 'Laundry In Building', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Laundry In Unit', 'Open View', 'Concierge', 'No Fee', 'Deck', 'Green Building', 'Laundry in Unit', 'Valet', 'Laundry Services', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.03,Financial District,3594,769,154213.0,37.5,10005.0
Broad Street,1.0,1,Manhattan,"['Dining Room', 'Cats Allowed', 'Garden/patio', 'Walk In Closet', 'Dishwasher', 'Light', 'Diplomats Ok', 'Laundry In Building', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Laundry In Unit', 'Open View', 'Concierge', 'No Fee', 'Deck', 'Green Building', 'Laundry in Unit', 'Valet', 'Laundry Services', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.03,Financial District,3594,769,154213.0,37.5,10005.0
116 John St.,2.0,3,Manhattan,"['New Construction', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Storage', 'Marble Bath', 'Lounge', 'Elevator', 'Subway', 'Wheelchair Access', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Valet', 'High Speed Internet', 'Exclusive']",0.14,Financial District,5700,0,154213.0,37.5,10005.0
Washington Street,1.0,1,Manhattan,"['Storage Facility', 'Cats Allowed', 'Parking Space', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.06,Financial District,3323,710,154213.0,37.5,10005.0
63 Wall Street,2.0,2,Manhattan,"['Granite Kitchen', 'Garage', 'High Ceilings', 'Fitness Center', 'Doorman', 'Marble Bath', 'No Fee', 'Elevator', 'Light', 'Laundry In Building', 'Exclusive']",0.08,Financial District,4650,0,154213.0,37.5,10005.0
63 Wall Street,2.0,2,Manhattan,"['Granite Kitchen', 'Garage', 'High Ceilings', 'Fitness Center', 'Doorman', 'Marble Bath', 'No Fee', 'Elevator', 'Light', 'Laundry In Building', 'Exclusive']",0.08,Financial District,4650,0,154213.0,37.5,10005.0
200 Water St.,1.0,2Flex 3 ,Manhattan,"['Dining Room', 'Cats Allowed', 'Convertible', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Loft', 'Exclusive', 'Fitness Center', ' Dishwasher', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'City View']",0.17,Financial District,4035,850,154213.0,37.5,10005.0
Exchange Street,1.0,2,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.09,Financial District,3625,0,154213.0,37.5,10005.0
90 West Street,2.0,2,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.17,Financial District,5795,950,154213.0,37.5,10005.0
Water Street,1.0,2,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Roofdeck', 'Cats Allowed', 'Rooftop Lounge', 'Rooftop Pool', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.19,Financial District,3529,0,154213.0,37.5,10005.0
Water Street,1.0,2,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Roofdeck', 'Cats Allowed', 'Rooftop Lounge', 'Rooftop Pool', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.19,Financial District,3529,0,154213.0,37.5,10005.0
Liberty Street,1.0,1,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'Elevator', 'Laundry In Building']",0.07,Financial District,3895,0,154213.0,37.5,10005.0
Maiden Lane Street,2.0,3,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.1,Financial District,4840,0,154213.0,37.5,10005.0
Maiden Lane Street,2.0,3,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.1,Financial District,4840,0,154213.0,37.5,10005.0
Wall st and Hanover St,1.0,Studio,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.08,Financial District,2895,546,154213.0,37.5,10005.0
2 Gold Street,1.0,1,Manhattan,"['Storage Facility', 'Cats Allowed', 'Parking Space', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.13,Financial District,3850,550,154213.0,37.5,10005.0
Water Street,1.0,Studio,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Roofdeck', 'Cats Allowed', 'Rooftop Lounge', 'Rooftop Pool', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Laundry In Building\n \n\nCommon Outdoor Space']",0.19,Financial District,2842,0,154213.0,37.5,10005.0
55 Wall St,1.0,1,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Furnished', 'Doorman', 'Outdoor Space', 'Dishwasher', 'Floorplans Available', 'Elevator', 'Exclusive']",0.06,Financial District,4600,782,154213.0,37.5,10005.0
Water Street,1.0,2,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.18,Financial District,5546,0,154213.0,37.5,10005.0
Water Street,1.0,2,Manhattan,"['Outdoor Rooftop Pool', 'Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Rooftop Lounge', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'Roof Sundeck', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.18,Financial District,4029,0,154213.0,37.5,10005.0
Gold Street,1.0,2,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.13,Financial District,3447,0,154213.0,37.5,10005.0
Water St,1.0,Studio,Manhattan,"['Doorman', 'Elevator']",0.18,Financial District,3550,569,154213.0,37.5,10005.0
Maiden Lane Street,1.0,2,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.1,Financial District,3250,0,154213.0,37.5,10005.0
75 West Street,1.0,1,Manhattan,"['Storage Room', 'Doorman', 'Gym', 'Dishwasher', 'Parking', 'Elevator', 'Laundry Room']",0.12,Financial District,3650,0,154213.0,37.5,10005.0
Water St.,1.0,3Flex 4 ,Manhattan,"['Cats Allowed', 'Featured', 'Convertible', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Loft', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'City View']",0.18,Financial District,3899,0,154213.0,37.5,10005.0
Fulton Street,1.0,Studio,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.04,Financial District,2988,0,154213.0,37.5,10005.0
Water Street,2.0,3Flex 4 ,Manhattan,"['New Construction', 'Cats Allowed', 'Convertible', 'Dishwasher', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'High Speed Internet', 'Hardwood Floors']",0.19,Financial District,5069,0,154213.0,37.5,10005.0
Wall Street ,1.0,1,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.16,Financial District,3545,0,154213.0,37.5,10005.0
Water Street,1.0,Studio,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Lounge with WiFi', 'Cats Allowed', 'Sundeck', 'Rooftop Pool', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.18,Financial District,2590,0,154213.0,37.5,10005.0
Water Street,1.0,Studio,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Lounge with WiFi', 'Cats Allowed', 'Sundeck', 'Rooftop Pool', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.18,Financial District,2590,0,154213.0,37.5,10005.0
Wall Street,1.0,1,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.07,Financial District,3876,0,154213.0,37.5,10005.0
70 Pine St,2.0,2,Manhattan,"['Cats Allowed', 'Games', 'Children Playroom', 'Yoga', 'Bowling', 'Billiards', 'Common Outdoor Space', 'Laundry In Building', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Lounge', 'Elevator', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Golf', 'Laundry in Unit', 'Valet', 'Massage', 'Spa']",0.07,Financial District,6299,960,154213.0,37.5,10005.0
Wall Street,1.0,1,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.07,Financial District,3876,0,154213.0,37.5,10005.0
70 Pine St,2.0,2,Manhattan,"['Cats Allowed', 'Games', 'Children Playroom', 'Yoga', 'Bowling', 'Billiards', 'Common Outdoor Space', 'Laundry In Building', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Lounge', 'Elevator', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Golf', 'Laundry in Unit', 'Valet', 'Massage', 'Spa']",0.07,Financial District,6299,960,154213.0,37.5,10005.0
Battery Park Penthouse ,3.0,3,Manhattan,"['Cats Allowed', 'Private Outdoor Space', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator']",0.12,Financial District,10285,0,154213.0,37.5,10005.0
99 John Street,1.0,2,Manhattan,"['Fitness Center', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.08,Financial District,3100,0,154213.0,37.5,10005.0
Front Street,1.0,Studio,Manhattan,"['Terrace', 'New Construction', 'Cats Allowed', 'Courtyard', 'Outdoor Space', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Elevator', 'Subway', 'River View', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', ' Elevator', 'Light', 'Hardwood Floors']",0.3,Financial District,3000,0,154213.0,37.5,10005.0
Battery Park ,1.0,2,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.11,Financial District,4000,0,154213.0,37.5,10005.0
Wall St,1.0,1,Manhattan,"['Terrace', 'Guarantor Accepted', 'Smoke Free', 'Dishwasher', 'Laundry In Building', 'Bike Storage', 'Heat And Hot Water Included', 'Dry Cleaning', 'Lounge', 'Microwave', 'Verizon Fios Enabled', 'Community Wifi', 'Garage', 'Gym', 'No Fee', 'Roof Deck', 'Patio', 'Central Air', 'Package Acceptance', 'Pets', 'Renovated', 'Hardwood Floors']",0.06,Financial District,3420,0,154213.0,37.5,10005.0
Wall Street,1.0,Studio,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.06,Financial District,3296,0,154213.0,37.5,10005.0
Wall St,1.0,1,Manhattan,"['Terrace', 'Guarantor Accepted', 'Smoke Free', 'Dishwasher', 'Laundry In Building', 'Bike Storage', 'Heat And Hot Water Included', 'Dry Cleaning', 'Lounge', 'Microwave', 'Verizon Fios Enabled', 'Community Wifi', 'Garage', 'Gym', 'No Fee', 'Roof Deck', 'Patio', 'Central Air', 'Package Acceptance', 'Pets', 'Renovated', 'Hardwood Floors']",0.06,Financial District,3420,0,154213.0,37.5,10005.0
Wall Street,1.0,Studio,Manhattan,"['Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.07,Financial District,2865,0,154213.0,37.5,10005.0
Broadway,1.0,Studio,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.07,Financial District,2650,0,154213.0,37.5,10005.0
Wall Street,1.0,Studio,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Garage', 'Fitness Center', 'PublicOutdoor', 'Dogs Allowed', 'Doorman', 'Dishwasher', 'Laundry in Building', 'Elevator']",0.16,Financial District,3497,825,154213.0,37.5,10005.0
John Street ,1.0,2,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.09,Financial District,3525,0,154213.0,37.5,10005.0
Water Street,2.0,2,Manhattan,"['Cats Allowed', 'Fitness Center', 'PublicOutdoor', 'Dogs Allowed', 'Doorman', 'Dishwasher', 'Laundry in Building', 'Elevator']",0.18,Financial District,5700,0,154213.0,37.5,10005.0
Wall Street ,1.0,2,Manhattan,"['Storage Facility', 'Cats Allowed', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.06,Financial District,3650,0,154213.0,37.5,10005.0
Spruce Street,1.0,1,Manhattan,"['New Construction', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Swimming Pool', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.1,Financial District,4095,0,154213.0,37.5,10005.0
Wall Street,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Doorman', 'Floorplans Available', 'Elevator']",0.17,Financial District,4033,818,154213.0,37.5,10005.0
Exchange Place,2.0,2,Manhattan,"['Cats Allowed', 'Dishwasher', 'High Speed Internet', 'Laundry In Building', 'Granite Kitchen', 'Dogs Allowed', 'Doorman', 'Marble Bath', ' Diplomats Ok', 'Elevator', 'Subway', 'Fitness Center', 'Pre-war', 'Open View', 'Concierge', 'No Fee', 'Pre-War', 'Valet', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.09,Financial District,4125,0,154213.0,37.5,10005.0
Park Row,2.0,2,Manhattan,"['Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Laundry In Building', 'Hardwood Floors\n \n\nEat In Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Subway', 'Fitness Center', 'Pre-war', 'No Fee', 'Receiving Room', 'Pre-War', 'Renovated', 'Light', 'Hardwood Floors']",0.07,Financial District,4500,862,154213.0,37.5,10005.0
Gold Street,2.0,3,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Laundry In Building']",0.13,Financial District,6967,0,154213.0,37.5,10005.0
