address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,unit,url
188 Lefferts Place,2,2,Brooklyn,"['Exclusive', '', 'Featured', 'Private Outdoor Space', 'Duplex', 'Exclusive']",0.06,Bedford-Stuyvesant,3100,0,Apt 1,https://www.renthop.com/listings/188-lefferts-place/1/14520205
East 83rd street ,1,Studio,Manhattan,"['', 'Featured']",0.24,Yorkville,1900,0,NaN,https://www.renthop.com/listings/east-83rd-street/3c/14469377
539 West 162nd St,1,4,Manhattan,"['Exclusive', 'Pre-War', 'Featured', 'Pre-War', 'Exclusive', 'Dogs Allowed', 'Cats Allowed']",0.1,Washington Heights,3295,0,NaN,https://www.renthop.com/listings/539-west-162nd-st/na/14538476
 Wall Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Concierge', 'Roof Deck', 'Basketball Court', 'Yoga Room', 'Bike Storage', 'Lounge with Billiards', 'ATM in the building', 'Parking Garage on site', 'Housekeeping and Dry Cleaning Services']",0.05,Financial District,3595,0,NaN,https://www.renthop.com/listings/wall-street/908/14464048
214 W 102nd St,1,1,Manhattan,"['Exclusive', '', 'Featured', 'Exclusive', 'Exposed Brick', 'Renovated', 'Cats Allowed', 'Dogs Allowed']",0.09,Manhattan Valley,2200,0,Apt 2B,https://www.renthop.com/listings/214-w-102nd-st/2b/14499978
 West 37 street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Parking Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.2,Garment District,3290,0,NaN,https://www.renthop.com/listings/west-37-street/15d/14022513
41 Putnam Ave,1,2,Brooklyn,"['Laundry in Unit', 'Featured', 'Laundry In Unit']",0.23,Clinton Hill,3400,0,Brooklyn,https://www.renthop.com/listings/41-putnam-ave-brooklyn-ny-11238/2/14498060
246 West 21st Street,1,Studio,Manhattan,"['No Fee', 'Exclusive', 'Loft', 'Hardwood Floors']",NaN,Chelsea,2475,0,Apt 1,https://www.renthop.com/listings/246-west-21st-street/1/14156337
Avenue A,2,4,Manhattan,"['Laundry in Unit', 'Pre-War', 'Hardwood Floors', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Brownstone', 'Granite Kitchen', 'Marble Bath', 'Subway', 'Walk In Closet']",0.33,East Village,7565,0,NaN,https://www.renthop.com/listings/avenue-a/5/14420236
221 E 11th,1,1,Manhattan,"['No Fee', 'Laundry in Unit', 'No Fee', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.15,East Village,3688,0,NaN,https://www.renthop.com/listings/221-e-11th/na/14553562
85 John Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.06,Financial District,3150,0,Apt 4H,https://www.renthop.com/listings/85-john-street/4h/13598363
John Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Pre-War', 'No Fee', 'Featured', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Pre-war', 'Laundry In Building', 'High Speed Internet', 'Dishwasher', 'Wheelchair Access', 'Bicycle Room', 'Business Center', 'Common Outdoor Space', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Receiving Room', 'Storage', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed']",0.14,Financial District,2695,0,NaN,https://www.renthop.com/listings/john-street/74436/9650133
188 Lefferts Place,2,2,Brooklyn,"['Exclusive', '', 'Featured', 'Private Outdoor Space', 'Duplex', 'Exclusive']",0.06,Bedford-Stuyvesant,3100,0,Apt 1,https://www.renthop.com/listings/188-lefferts-place/1/14520205
East 83rd street ,1,Studio,Manhattan,"['', 'Featured']",0.24,Yorkville,1900,0,NaN,https://www.renthop.com/listings/east-83rd-street/3c/14469377
885 10th Ave,1,1,Manhattan,"['No Fee', 'Exclusive', 'Elevator', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Featured', 'Exclusive', 'Dishwasher', 'Elevator', 'Pets', 'Hardwood Floors', 'Microwave', 'Renovated', 'Guarantor Accepted', 'Heat And Hot Water Included']",0.36,Hell's Kitchen,3250,0,Apt 5B,https://www.renthop.com/listings/885-10th-ave/5b/14536107
65 Cooper Square,1,1,Manhattan,"['Exclusive', 'Elevator', 'Loft', 'Floorplans Available', 'Featured', 'Elevator', 'Loft', 'Dishwasher', 'Outdoor Space', 'Exclusive', 'Dogs Allowed', 'Cats Allowed']",0.09,East Village,4500,684,NaN,https://www.renthop.com/listings/65-cooper-square/na/14519778
311 Church St,2,3,Manhattan,"['Exclusive', 'Laundry in Unit', 'Featured', 'Exclusive', 'Laundry In Unit', 'Cats Allowed', 'Dogs Allowed']",0.11,Tribeca,8000,0,Apt 5,https://www.renthop.com/listings/311-church-st-apt-5/5/14544521
207 East 30 Street,1,2,Manhattan,"['Exclusive', 'Elevator', 'Elevator', 'No Pets', 'Exclusive']",0.26,Rose Hill,3695,0,Apt PHC,https://www.renthop.com/listings/207-east-30-street/phc/14514991
Seventh Avenue,3,5,Manhattan,"['Doorman', 'Elevator', 'Pre-War', 'Featured', 'Doorman', 'Elevator', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",0.06,Theater District,10250,0,NaN,https://www.renthop.com/listings/seventh-avenue/na/14295280
57 Thames Street 3u,1,Studio,Brooklyn,"['Exclusive', 'By Owner', 'Featured', 'By Owner', 'Exclusive', 'Reduced Fee', 'Short Term Allowed', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'FIOS', 'Rooftop 24/7', 'laundry']",0.16,East Williamsburg,2375,525,Apt 3U,https://www.renthop.com/listings/57-thames-street/3u/10164547
E 45th & 3rd Ave.,2,4,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.14,Turtle Bay,6400,0,NaN,https://www.renthop.com/listings/e-45th-3rd-ave/18k/12828315
Duffield Street,1,1,Brooklyn,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Deck', 'Doorman', 'Elevator', 'Laundry In Building', 'New Construction', 'Bicycle Room', 'High Ceilings', 'Light', 'Live In Super', 'Lounge', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.05,Downtown Brooklyn, 3150,0,NaN,https://www.renthop.com/listings/duffield-street/4b/14518972
East 83rd street ,1,Studio,Manhattan,"['', 'Featured']",0.24,Yorkville,1900,0,NaN,https://www.renthop.com/listings/east-83rd-street/3c/14469377
885 10th Ave,1,1,Manhattan,"['No Fee', 'Exclusive', 'Elevator', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Featured', ' Exclusive', 'Dishwasher', 'Elevator', 'Pets', 'Hardwood Floors', 'Microwave', 'Renovated', 'Guarantor Accepted', 'Heat And Hot Water Included', 'Laundry In Building']",0.36,Hell's Kitchen,3250,0,Apt 5B,https://www.renthop.com/listings/885-10th-ave/5b/14536107
65 Cooper Square,1,1,Manhattan,"['Exclusive', 'Elevator', 'Loft', 'Floorplans Available', 'Featured', 'Elevator', 'Loft', 'Dishwasher', 'Outdoor Space', 'Exclusive', 'Dogs Allowed', 'Cats Allowed']",0.09,East Village,4500,684,NaN,https://www.renthop.com/listings/65-cooper-square/na/14519778
311 Church St,2,3,Manhattan,"['Exclusive', 'Laundry in Unit', 'Featured', 'Exclusive', 'Laundry In Unit', 'Cats Allowed', 'Dogs Allowed']",0.11,Tribeca,8000,0,Apt 5,https://www.renthop.com/listings/311-church-st-apt-5/5/14544521
1148 Essex Street,2,3,Brooklyn,"['', 'Featured']",0.98,East New York,2600,0,Brooklyn,https://www.renthop.com/listings/1148-essex-street-brooklyn-ny-11239/2/14413235
207 East 30 Street,1,2,Manhattan,"['Exclusive', 'Elevator', 'Elevator', 'No Pets', 'Exclusive']",0.26,Rose Hill,3695,0,Apt PHC,https://www.renthop.com/listings/207-east-30-street/phc/14514991
West 54th st / 7th av,1,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Featured', 'Parking Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.14,Theater District,5200,0,NaN,https://www.renthop.com/listings/west-54th-st-7th-av/1ab/14469466
Seventh Avenue,3,5,Manhattan,"['Doorman', 'Elevator', 'Pre-War', 'Featured', 'Doorman', 'Elevator', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",0.06,Theater District,10250,0,NaN,https://www.renthop.com/listings/seventh-avenue/na/14295280
57 Thames Street 3u,1,Studio,Brooklyn,"['Exclusive', 'By Owner', 'Featured', 'By Owner', 'Exclusive', 'Reduced Fee', 'Short Term Allowed', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'FIOS', 'Rooftop 24/7', 'laundry']",0.16,East Williamsburg,2375,525,Apt 3U,https://www.renthop.com/listings/57-thames-street/3u/10164547
E 45th & 3rd Ave.,2,4,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.14,Turtle Bay,6400,0,NaN,https://www.renthop.com/listings/e-45th-3rd-ave/18k/12828315
Duffield Street,1,1,Brooklyn,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Deck', 'Doorman', 'Elevator', 'Laundry In Building', 'New Construction', 'Bicycle Room', 'High Ceilings', 'Light', 'Live In Super', 'Lounge', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.05,Downtown Brooklyn,3150,0,NaN,https://www.renthop.com/listings/duffield-street/4b/14518972
70 Pine Street,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Floorplans Available', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.07,Financial District,3830,0,Apt 1017,https://www.renthop.com/listings/70-pine-street-apt-1017/1017/13691450
Jackson Avenue,1,1,Queens,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Featured', 'Laundry In Unit', 'Doorman', ' Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Backyard', 'Dishwasher', 'Fireplace', 'Garage', 'Gym', 'In-Unit Laundry', 'Laundry Room', 'On-site super', 'Outdoor Space', 'Parking', 'Playroom/Nursery', 'Pool', 'Storage Room', 'Terrace', 'Luxury Highrise', 'One Month Free']",0.07,Long Island City,2995,0,NaN,https://www.renthop.com/listings/jackson-avenue/14l/14035808
198 Rivington Street,1,3,Manhattan,"['No Fee', 'Exclusive', '', 'No Fee', 'Featured', 'Exclusive', 'Cats Allowed', 'Dogs Allowed']",0.22,Lower East Side,5195,0,Apt A4,https://www.renthop.com/listings/198-rivington-street/a-4/14076036
 Gold Street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Private Outdoor Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Concierge', 'Roof Deck', 'Swimming Pool', 'Terrace', 'Club Room', 'Lobby Lounge', ""Children's Playroom"", 'Bike Storage', 'ATM in building', 'Valet Service and Parking Garage on-site']",0.12,Financial District,3895,0,NaN,https://www.renthop.com/listings/gold-street/28a/14211916
1520 York Ave.,1,1,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Bicycle Room', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Storage', 'Walk In Closet', 'Cats Allowed', 'Exclusive']",0.41,Yorkville,3295,0,Apt 5A,https://www.renthop.com/listings/1520-york-ave/5a/14524331
150 East 46,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Doorman', 'Elevator']",0.19,Turtle Bay,3100,0,Apt 6F,https://www.renthop.com/listings/111-east-46th-str/6f/14413448
E 44th St,1,1,Queens,"['', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.13,Sunnyside,2200,0,NaN,https://www.renthop.com/listings/e-44th-st/3n/14553606
35 0liver St,1,1,Brooklyn,"['Elevator', 'Featured', 'Elevator', 'Laundry In Building', 'Cats Allowed', 'heat hot water included', 'elevator', 'laundry building']",0.46,Bay Ridge,1895,750,Apt 6B,https://www.renthop.com/listings/35-0liver-st/6b/14520873
430 W 37 Street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Featured', 'Doorman', 'Elevator', ' Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Deck', 'Dining Room', 'Balcony', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Walk In Closet']",0.28,Hell's Kitchen,3400,0,Apt 34,https://www.renthop.com/listings/9-ave-37-street/34/14245309
east 15 st ,1,3,Manhattan,"['No Fee', 'Elevator', 'No Fee', 'Featured', 'Parking Space', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher', 'Microwave', 'laundry']",0.13,Gramercy Park,4200,0,NaN,https://www.renthop.com/listings/east-15-st/7k/13325108
150 East 46,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Doorman', 'Elevator']",0.19,Turtle Bay,3100,0,Apt 6F,https://www.renthop.com/listings/111-east-46th-str/6f/14413448
8 Manhattan Ave,1,2,Manhattan,"['No Fee', 'Exclusive', '', 'No Fee', 'Featured', 'Exclusive', 'Exposed Brick', 'Renovated', 'Cats Allowed', 'Dogs Allowed']",0.15,Manhattan Valley,2500,0,Apt LL,https://www.renthop.com/listings/8-manhattan-ave/ll/13905125
1675 York Ave.,1,1,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Pre-war', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Cats Allowed', 'Exclusive']",0.29,Yorkville,3495,0,Apt 8F,https://www.renthop.com/listings/1675-york-ave/8f/14522073
35 0liver St,1,1,Brooklyn,"['Elevator', 'Featured', 'Elevator', 'Laundry In Building', 'Cats Allowed', 'heat hot water included', 'elevator', 'laundry building']",0.46,Bay Ridge,1895,750,Apt 6B,https://www.renthop.com/listings/35-0liver-st/6b/14520873
430 W 37 Street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Deck', 'Dining Room', 'Balcony', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Walk In Closet']",0.28,Hell's Kitchen,3400,0,Apt 34,https://www.renthop.com/listings/9-ave-37-street/34/14245309
324 East 52nd Street,1,2,Manhattan,"['No Fee', 'Exclusive', 'Elevator', 'Laundry in Unit', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Featured', 'Balcony', 'Elevator', 'Garden/patio', 'Pre-war', 'Terrace', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Diplomats Ok', 'Light', 'Renovated', 'Subway', 'Exclusive']",0.19,Turtle Bay,3800,800,Apt B1,https://www.renthop.com/listings/324-east-52nd-street/b1/14523150
40 West 56th St,1,1,Manhattan,"['Exclusive', '', 'Featured', 'Exclusive', 'Dogs Allowed', 'Cats Allowed']",0.08,Midtown East,2650,0,NaN,https://www.renthop.com/listings/40-west-56th-st/na/14180552
220 East 44th St,2,2 ,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Featured', 'Exclusive', 'Laundry In Unit', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.18,Turtle Bay,7200,0,Apt 27G,https://www.renthop.com/listings/220-east-44th-st/27-g/14511550
160 Claremont Ave,1,2,Manhattan,"['Elevator', 'Featured', 'Elevator', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.19,Morningside Heights,2795,0,Apt 3F,https://www.renthop.com/listings/160-claremont-ave/3f/14516988
Ludlow St,1,1,Manhattan,"['Elevator', 'Featured', 'Elevator', 'Laundry In Building', 'Package Acceptance', 'Roof Deck']",0.15,Lower East Side,3850,0,NaN,https://www.renthop.com/listings/ludlow-st/phc/14469298
217 East 31st Street,3,3,Manhattan,"['Laundry in Unit', 'Featured', 'Laundry In Unit', 'Private Outdoor Space']",0.25,Rose Hill,7800,0,Apt 1,https://www.renthop.com/listings/217-east-31st-street/1/14551863
West 48th Street,1,2Flex 3 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Swimming Pool', 'Deck', 'Dishwasher', 'Hardwood Floors', 'City View', 'Concierge', 'Convertible', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Renovated', 'River View', 'Subway', 'Valet', 'Walk In Closet']",0.11,Theater District,3946,0,NaN,https://www.renthop.com/listings/west-48th-street/019d/14394653
100 West 31st Street,2,Studio,Manhattan,"['Exclusive', 'Doorman', 'Elevator', 'Laundry in Unit', 'Furnished']",0.14,Chelsea,4500,0,Apt 21D,https://www.renthop.com/listings/100-west-31st-street/21d/14494996
1815 Cornelia St.,1,2,Queens,"['Exclusive', 'Featured', 'Exclusive', 'Heat/hot Water Included', 'Pied-a-terre Allowed', 'Renovated', 'Stainless Steel', 'Bike Storage']",0.19,Ridgewood,2300 ,900,Apt 2A,https://www.renthop.com/listings/1815-cornelia-st/2a/14492905
West 80th Street,1,1,Manhattan,"['Pre-War', 'Hardwood Floors', 'Featured', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'High Ceilings', 'Light', 'Live In Super', 'Renovated']",0.15,Upper West Side,2699,0,NaN,https://www.renthop.com/listings/west-80th-street/3c/14097408
West 4th Street,1,2,Manhattan,"['', 'Featured', 'Reduced Fee', 'Cats Allowed', 'Dogs Allowed']",0.05,West Village,3200,0,NaN,https://www.renthop.com/listings/west-4th-street/13/14481938
E 44th St,1,1,Queens,"['', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.13,Sunnyside,2200,0,NaN,https://www.renthop.com/listings/e-44th-st/3n/14553606
400 West 63rd Street,3,3,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Featured', 'Exclusive', 'Doorman', 'Elevator', 'Fitness Center', 'Common Areas', 'Laundry In Building', 'Swimming Pool', 'Private Outdoor Space', 'Dishwasher', 'Cats Allowed', 'Dogs Allowed']",0.43,Lincoln Square,13330,0,Apt 2202...,https://www.renthop.com/listings/400-west-63rd-street/2202/14383968
Saint Nicholas Terrace,2,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors']",NaN,Manhattanville,4165,0,NaN,https://www.renthop.com/listings/saint-nicholas-terrace/3/13858777
"530 East 89 Street,apt.5m",1,1,Manhattan,"['Elevator', 'Featured', 'Reduced Fee', 'Elevator', 'Laundry In Building']",0.39,Yorkville,2995,0,NaN,https://www.renthop.com/listings/530-east-89-streetapt5m/na/13318991
400 West 63rd Street,3,3,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Featured', 'Exclusive', 'Doorman', 'Elevator', 'Fitness Center', 'Common Areas', 'Laundry In Building', 'Swimming Pool', 'Private Outdoor Space', 'Dishwasher', 'Cats Allowed', 'Dogs Allowed']",0.43,Lincoln Square,13330,0,Apt 2202...,https://www.renthop.com/listings/400-west-63rd-street/2202/14383968
45 Harrison St,2,2,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Floorplans Available', 'Featured', 'Exclusive', 'Laundry In Unit', 'Private Outdoor Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.22,Tribeca,4995,0,Apt 4012,https://www.renthop.com/listings/45-harrison-st/40-12/14517024
Saint Nicholas Terrace,2,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors']",NaN,Manhattanville,4165,0,NaN,https://www.renthop.com/listings/saint-nicholas-terrace/3/13858777
15 Cliff Street,1,Studio,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator']",0.1,Financial District,2875,0,Apt 02A,https://www.renthop.com/listings/15-cliff-street/02a/14367903
544 Third Avenue,1,1,Manhattan,['Featured'],0.26,Murray Hill,3200,0,Apt 3,https://www.renthop.com/listings/544-third-avenue/3/14305337
540 West 47th Street,1,1,Manhattan,"['No Fee', '', 'No Fee', 'Cats Allowed']",0.47,Hell's Kitchen,2250,0,Apt 1,https://www.renthop.com/listings/540-west-47th-street/1/13250779
207 Madison St,1,3,Manhattan,"['No Fee', 'Exclusive', '']",0.07,Two Bridges,3850,0,Apt TEN,https://www.renthop.com/listings/207-madison-st/ten/14383960
69 Fifth Avenue,1,Studio,Manhattan,"['Exclusive', 'Doorman', 'Elevator', 'Floorplans Available', 'Featured', 'Exclusive', 'Doorman', 'Elevator', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.16,Greenwich Village,3295,0,Apt 8B,https://www.renthop.com/listings/69-fifth-avenue/8b/14364736
Wall Street,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.06,Financial District,3350,0,NaN,https://www.renthop.com/listings/wall-street/1221/14509488
